model,baseline,lift@10%,precision@10%,recall@10%,lift@20%,precision@20%,recall@20%,pr_auc
hist_gradient_boosting,0.2654364797728886,2.885652520195699,0.7659574468085106,0.2887700534759358,2.444788940721356,0.648936170212766,0.4893048128342246,0.640127456583981
logistic_regression_balanced,0.2654364797728886,2.8589335153790723,0.7588652482269503,0.28609625668449196,2.5650244623961767,0.6808510638297872,0.5133689839572193,0.6544685502330083
logistic_regression,0.2654364797728886,2.832214510562445,0.75177304964539,0.28342245989304815,2.5516649599878636,0.6773049645390071,0.5106951871657754,0.6521851505665289
random_forest_balanced_subsample,0.2654364797728886,2.832214510562445,0.75177304964539,0.28342245989304815,2.484867447946296,0.6595744680851063,0.49732620320855614,0.6559614553035801
random_forest_balanced,0.2654364797728886,2.832214510562445,0.75177304964539,0.28342245989304815,2.484867447946296,0.6595744680851063,0.49732620320855614,0.6558626799222588
random_forest,0.2654364797728886,2.752057496112565,0.7304964539007093,0.27540106951871657,2.49822695035461,0.6631205673758865,0.5,0.6554735355757626
